RoutingNumber|TelegraphicName|CustomerName|City|State|ZipCode
072412972|Ndepen Rockford|Independent Bank|Grand Rapids|MI|
072413104|Mi Cmm Bk Hdsnvl|West Michigan Community Bank|Hudsonville|MI|
072413227|Ercantile Mi|Mercantile Bank of Michigan|Shepherd|MI|
072413285|Uron Rogers City|Huron National Bank|Rogers City|MI|
072413421|Est Shore Bank|West Shore Bank|Ludington|MI|
072413557|Almer Bk & Trust|Chemical Bank|Lansing|MI|
072413586|Ibc Bank Usa|Cibc Bank Usa|Chicago|IL|
072413599|Almer Bk & Trust|Chemical Bank|Ann Arbor|MI|
072413612|Hemical Midland|Chemical Bank|Troy|MI|
072413625|Orizan Bk|Horizon Bank, National Association|New Buffalo|MI|
072413638|Ld Evansville In|Old National Bank|Evansville|IN|
072413654|Almer Bk & Trust|Chemical Bank|Lansing|MI|
072413670|Unt Col|The Huntington National Bank|Dearborn|MI|
072413683|Harlevoix St Bk|Charlevoix State Bank|Charlevoix|MI|
072413706|Almer Bk & Trust|Chemical Bank|Lansing|MI|
072413719|Rst Cmm H Springs|First Community Bank|Harbor Springs|MI|
072413748|Almer Bk & Trust|Chemical Bank|Lansing|MI|
072413751|Hemical Midland|Chemical Bank|Troy|MI|
072413764|Restmark Bk Troy|Crestmark Bank|Troy|MI|
072413777|Almer Bk & Trust|Chemical Bank|Lansing|MI|
072413780|Evel One Bank|Level One Bank|Farmington Hills|MI|
072413816|Ercantile Mi|Mercantile Bank of Michigan|Grand Rapids|MI|
072413829|Ercantile Mi|Mercantile Bank of Michigan|Grand Rapids|MI|
072413832|Almer Bk & Trust|Chemical Bank|Lansing|MI|
072413845|Acatawa Bank|Macatawa Bank|Holland|MI|
072413858|Almer Bk & Trust|Chemical Bank|Lansing|MI|
072413861|Evel One Bank|Level One Bank|Farmington Hills|MI|
072413874|Untington Natnl|Huntington National Bank|Columbus|OH|
072413890|Akeside Bank|Lakeside Community Bank|Sterling Heights|MI|
072413900|Hemical Midland|Chemical Bank|Midland|MI|
072413926|Orthpointe Bank|Northpointe Bank|Grand Rapids|MI|
072413939|Larkston St Bank|Clarkston State Bank|Clarkston|MI|
072413942|Omm Shores Bank|Community Shores Bank|Muskegon|MI|
072413968|Sabella Bank|Isabella Bank|Greenville|MI|
072413997|Raverse City St|Traverse City State Bank|Traverse City|MI|
072414006|Hemical Midland|Chemical Bank|Midland|MI|
072414019|Antz Bank|Hantz Bank|Southfield|MI|
072414022|Ercantile Mi|Mercantile Bank of Michigan|Shepherd|MI|
072414048|Unt Col|The Huntington National Bank|Saline|MI|
072414051|Ank of Alpena|First Federal of Northern Michigan|Alpena|MI|
072414064|Orthstar Bank|Northstar Bank|Bad Axe|MI|
072414077|Nited Bk & Tr|United Bank & Trust-Washtenaw|Ann Arbor|MI|
072414093|Ank of Ann Arbor|Bank of Ann Arbor|Ann Arbor|MI|
072414129|Orthstar Bank|Northstar Bank|Bad Axe|MI|
072414132|Orizon Bk N.A.|Horizon Bank, National Association|Michigan City|IN|
072414145|Ainstreet Bank|Monroe Bank & Trust|Northville|MI|
072414158|St State Bank|1st State Bank|Saginaw|MI|
072414161|Evel One Bank|Level One Bank|Farmington Hills|MI|
072414174|Ain Street Bank|Main Street Bank|Bingham Farms|MI|
072414187|Hemical Midland|Chemical Bank|Ann Arbor|MI|
072414190|Uron Valley St Bk|Huron Valley State Bank|Milford|MI|
072414226|Ank of Ann Arbor|Bank of Ann Arbor|Ann Arbor|MI|
072414239|Irst Nat Bk of Mi|First National Bank of Michigan|Kalamazoo|MI|
072414242|Evel One Bank|Level One Bank|Farmington Hills|MI|
072414255|Hemical Midland|Chemical Bank|Midland|MI|
072414310|Evel One Bank|Level One Bank|Farmington Hills|MI|
072414378|Rand River Bank|Grand River Bank|Grandville|MI|
072414394|Nn Arbor State Bk|Ann Arbor State Bank|Ann Arbor|MI|
072471887|Orthern Tr Mich|The Northern Trust Company|Chicago|IL|
072471955|Utoclub Trust Fsb|Auto Club Trust, Fsb|Dearborn|MI|
072486791|Fcu Financial Fcu|Dfcu Financial|Grand Rapids|MI|
073000545|S Bank Iowa|Us Bank, Na|Milwaukee|WI|
073000642|K Co Des Moines|Bankers Trust Company|Des Moines|IA|
073000914|Ed Home Loan Dsm|Federal Home Loan Bank|Des Moines|IA|
073900085|Ecurity Sioux|Security National Bank of Sioux City|Sioux City|IA|
073900577|Wo Rivers Bk & Tr|Two Rivers Bank & Trust|Burlington|IA|
073900580|Armers & Merchant|Farmers & Merchants Bank & Trust|Burlington|IA|
073900739|Innacle Bank|Pinnacle Bank Sioux City|Sioux City|IA|
073900742|Bi Bank & Trust|Cbi Bank & Trust|Muscatine|IA|
073900807|Mer Fort Dodge|First American Bank|Fort Dodge|IA|
073900878|Eokuk Savings|Keokuk Savings|Keokuk|IA|
073900894|Tate Cent Keokuk|State Central Bank|Bonaparte|IA|
073900975|Reat Western Bk|Great Western Bank|Marshalltown|IA|
073901097|Oone B&Tc|Boone Bank & Trust Company|Boone|IA|
073901233|Idwestone B&T|Midwestone Bk|Iowa City|IA|
073901288|Rubank|Trubank|Indianola|IA|
073901301|Ee Fort Madison|Lee County Bank|Fort Madison|IA|
073901314|Onnection Bank|Connection Bank|Fort Madison|IA|
073901408|Awkeye Centervill|U.S. Bank, N.A.|Centerville|IA|
073901411|Owa Centerville|Iowa Trust & Savings Bank|Centerville|IA|
073901495|Owa St Creston|Iowa State Savings Bank|Creston|IA|
073901550|Irst Oelwein|Fidelity Bank & Trust|Oelwein|IA|
073901592|Irst Sec Chars Ct|First Security Bank & Trust Co|Charles City|IA|
073901602|Irst Ctzn Msn Cty|First Citizens Bank|Mason City|IA|
073901851|Entury Bank|Century Bank|Shenandoah|IA|
073901880|Owa St Fairfield|Iowa State Bank & Trust Co|Fairfield|IA|
073901903|Irst Iowa Albia|First Iowa State Bank|Albia|IA|
073901961|Tate Savings Bk|State Savings Bank|Bedford|IA|
073901974|Herokee St Bk|Cherokee State Bank|Cherokee|IA|
073901990|Oughton St Bk|Houghton State Bank|Red Oak|IA|
073902096|Nnb|Fnnb Bank|Newton|IA|
073902180|Ts Southern Sf Mo|Great Southern Bank|Reed Springs|MO|
073902216|Ashington St Bk|Washington State Bank|Washington|IA|
073902232|D Cty B&T Bttndrf|Quad City Bank and Trust Company|Bettendorf|IA|
073902245|Ank Iowa|Bank Iowa|West Des Moines|IA|
073902287|Nited Bk Iowa|United Bank of Iowa|Ida Grove|IA|
073902290|Irst Natl Bk|First Natioal Bank|Le Mars|IA|
073902313|Rimebank|Primebank|Le Mars|IA|
073902342|Tate Glenwood|Glenwood State Bank|Glenwood|IA|
073902397|Age Co Clarinda|Page County State Bank|Clarinda|IA|
073902546|Vaila Bank|Availa Bank|Carroll|IA|
073902672|Ec Eagle Grove|Farmers & Merchants Savings Bank|Manchester|IA|
073902766|Irst Waverly Ia|First National Bank|Waverly|IA|
073902779|Tate Bk & Trust|State Bank & Trust Company|New Hampton|IA|
073902821|Owa Knoxville|The Iowa State Savings Bk|Knoxville|IA|
073902889|Rawford Denison|Crawford County Trust & Savings Bank|Denison|IA|
073903053|Itizens Anamosa|Citizens Savings Bank|Anamosa|IA|
073903147|Armers Winterset|Farmers & Merchants State Bank|Winterset|IA|
073903150|Nion State Bank|Union State Bank|Winterset|IA|
073903244|Armers Manchester|Farmers & Merchants Savings Bank|Manchester|IA|
073903286|Usb Bank Cresco|Cusb Bank|Cresco|IA|
073903312|Ampton State Bank|Hampton State Bank|Hampton|IA|
073903325|Irst Hampton|First Bank Hampton|Hampton|IA|
073903354|Est Bank|West Bank|Wdm|IA|
073903367|Irst Ames|First National Bank, Ames|Ames|IA|
073903383|Idstates Bk N.A.|Midstates Bank, National Association|Council Bluffs|IA|
073903396|Helby Harlan|The Shelby County St Bk|Harlan|IA|
073903493|Ome Tr Osage|Home Trust and Savings Bank|Osage|IA|
073903503|Entral Bk|Central Bank|Storm Lake|IA|
073903516|Itizen Storm Lake|Citizen First National Storm Lake|Storm Lake|IA|
073903642|Unana Savings Bk|Luana Savings Bank|New Hampton|IA|
073903749|Irst State Haward|First State Bank|Hawarden|IA|
073903891|Eokuck Co St Bk|Keokuk County State Bank|Sigourney|IA|
073903943|Avis Bloomfield|Success Bank|Bloomfield|IA|
073903985|Aukon State Bank|Waukon State Bank|Waukon|IA|
073904117|Ardin Co Eldora|Hardin County Savings Bank/eldora|Eldora|IA|
073904159|Udubon State|Audubon State Bank|Audubon|IA|
073904298|Owa State Bk|Great Western Bank|Hamburg|IA|
073904447|Reynor State Bank|Treynor State Bank|Treynor|IA|
073904531|Est Liberty Iowa|West Liberty State Bank|West Liberty|IA|
073904560|Ank 1st|Bank 1st|West Union|IA|
073904638|Ewitt Bank & Tr|De Witt Bank and Trust Co.|De Witt|IA|
073904696|Erndt Savings Bk|Kerndt Brothers Savings Bank|Lansing|IA|
073904751|T Vernon Bk Trust|Mount Vernon Bank & Trust Company|Mount Vernon|IA|
073904777|Irst Comm Bk Newl|First Community Bank|Newell|IA|
073904887|Irst Logan|Logan State Bank|Logan|IA|
073904890|Irst Manning|First National Bank Manning|Manning|IA|
073904939|Irst State Bank|First State Bank|Sumner|IA|
073905006|Orthw Orange City|Northwestern Bank|Orange City|IA|
073905064|Nb Bank|Gnb Bank|Grundy Center|IA|
073905187|Isionbank|Visionbank of Iowa|Ames|IA|
073905284|Idelity B & T|Fidelity Bank and Trust|Dubuque|IA|
073905352|Ckley State Bank|Ackley State Bank|Ackley|IA|
073905417|Oweshiek Brooklyn|Patriot Bank|Brooklyn|IA|
073905527|Incoln Reinbeck|Lincoln Savings Bank|Reinbeck|IA|
073905653|Ontezuma State Bk|Montezuma State Bank|Montezuma|IA|
073905873|Ecurity Natl Bk|Security National Bank|Akron|IA|
073905912|Olling Hls Anita|Rolling Hills Bank & Trust|Atlantic|IA|
073906034|Alley Mapleton|Valley Bank & Trust|Mapleton|IA|
073906047|Irst St Mapleton|First State Bank|Mapleton|IA|
073906131|Merican Bank Na|American Bank, N.A.|Le Mars|IA|
073906306|Reat Western Bk|Great Western Bank|Chariton|IA|
073906445|Ingsley State Bk|Kingsley State Bank|Kingsley|IA|
073906513|Ostville St Bank|Freedombank|Postville|IA|
073906526|Idelity Bk & Tr|Fidelity Bank and Trust|Dyersville|IA|
073906775|Lenwood State Bk|Glenwood State Bank|Tabor|IA|
073906788|Ysart State Bk|Dysart State Bank|Dysart|IA|
073906801|Xchange St Adair|Exchange State Bank/adair|Adair|IA|
073906856|Ent State Center|Central State Bank|State Center|IA|
073906872|Ank|Bank|Wapello|IA|
073907091|Irst Glidden|United Bank of Iowa|Glidden|IA|
073907208|Armers Bancroft|Farmers and Traders Savings Bank|Bancroft|IA|
073907334|Ridge Comm Bank|Bridge Community Bank|Mechanicsville|IA|
073907509|Irst Fontanelle|First National Bank/fontanelle|||
073907541|Armers Lone Tree|Farmers & Merchants Savings Bank|Lone Tree|IA|
073907583|Ank Iowa|Bank Iowa|West Des Moines|IA|
073907664|Merican Tripoli|American Savings Bank|Tripoli|IA|
073907774|T Ansgar St Bk|St. Ansgar State Bank|Saint Ansgar|IA|
073908045|Armers Jesup|Farmers State Bank|Waterloo|IA|
073908155|Est Iowa Bank|West Iowa Bank|West Bend|IA|
073908278|Nited Bk of Iowa|United Bank of Iowa|Carroll|IA|
073908317|Ommunity St Bk|Community State Bank|Tipton|IA|
073908359|Ecurity State Ban|Security State Bank|Radcliffe|IA|
073908621|Armers Savings Bk|Farmers Savings Bank|Victor|IA|
073908728|Irst Aurelia|First Trust & Savings Bank|Aurelia|IA|
073908731|Eritage Holstein|Heritage Bank, Na|Holstein|IA|
073908760|Ortheast Sec Bk|Northeast Security Bank|Fairbank|IA|
073908980|Itizens Bank|Great Western Bank|Mount Ayr|IA|
073909031|Xchange Springvle|The Exchange State Bank|Springville|IA|
073909222|Ortheast Sec Bk|Northeast Security Bank|Sumner|IA|
073909578|Armers Whittemore|Farmers State Bank|Algona|IA|
073909620|Itizens Hawkeye|Citizens Savings Bank|Hawkeye|IA|
073909905|Ankiowa|Bankiowa, 102 Railroad St West Offic|Norway|IA|
073909992|Ent St Muscatine|Central State Bank|||
073910075|Ank Iowa|Bank Iowa|Clarinda|IA|
073910091|Rst Centrl Dewitt|First Central State Bank|De Witt|IA|
073910114|Ommunity Ankeny|Community State Bank|Ankeny|IA|
073910237|Irst Farragut|First Heritage Bank|Shenandoah|IA|
073910389|Alcott Bk|Walcott Trust & Savings Bank|Walcott|IA|
073911061|Ity State Bank|City State Bank|Norwalk|IA|
073911278|Andmands Audubon|Landmands Bank|Audubon|IA|
073911511|Armers Martelle|Village Bank and Trust Co.|Martelle|IA|
073911676|Armers Marion|Farmers State Bank|Marion|IA|
073911812|Shton State Bk|Ashton State Bank|Ashton|IA|
073911870|Hnward Bank & Tr|Ohnward Bank & Trust|Cascade|IA|
073911977|Ennett State Bk|Liberty Trust & Savings Bank|Bennett|IA|
073912073|T Bk Blencoe|United Bank of Iowa|Ida Grove|IA|
073913069|Armers Earling|Farmers Trust & Savings Bank|Earling|IA|
073913218|Eoples State Bk|Freedombank|Elkader|IA|
073913467|Ateway St Bank|Gateway State Bank|Clinton|IA|
073913674|Arion County Bank|Marion County State Bank|Pella|IA|
073913755|Ills Bk Tr|Hills Bank & Trust Company|Hills|IA|
073913836|Armers Mitchellvl|Legacy Bank|Altoona|IA|
073914220|Ibertyville Savgs|Libertyville Savings Bank|Libertyville|IA|
073914356|Uana Savings Bk|Luana Savings Bank|Luana|IA|
073914398|Yersville Fidelit|Fidelity Bank and Trust|Dubuque|IA|
073914411|Irst State Bank|First State Bank|Lynnville|IA|
073914550|Aynard Savings|Maynard Savings|Maynard|IA|
073914822|Oorhead State|Moorhead State Bank|Moorhead|IA|
073914961|Ibert Trust & Sav|Liberty Trust & Savings Bank|Durant|IA|
073915342|Rinnell St Bk|Grinnell State Bank|Grinnell|IA|
073915397|Lackhawk Bk & Tr|Blackhawk Bank & Trust|Davenport|IA|
073915494|Eadlyn Savings Bk|The Readlyn Savings Bank|Readlyn|IA|
073915520|Irst Rembrant|First National Bank of Rembrandt|Rembrandt|IA|
073915656|Owley Savings|The Rowley Savings Bk|Rowley|IA|
073915818|Tate Sav Bedford|State Savings Bank|Bedford|IA|
073915847|Orthwest Bank|Northwest Bank|Spencer|IA|
073915889|Eartland Bank|Heartland Bank|Somers|IA|
073916406|Atkins Savings Bk|The Watkins Savings Bank|Watkins|IA|
073916422|Ayland St Bk|Wayland State Bank|Mount Pleasant|IA|
073916480|Est Chester Sav|West Chester Savings Bank|Washington|IA|
073916668|Ilot Grove Saving|Pilot Grove Savings Bank|Pilot Grove|IA|
073917010|Itizens State Ban|Citizens State Bank|Monticello|IA|
073917175|Elvin Savings|Melvin Savings Bank|Melvin|IA|
073917285|Eo Crawfordsville|Peoples Savings Bank|Crawfordsville|IA|
073917298|Wisher Trust Bank|Swisher Trust & Savings Bank|Swisher|IA|
073917492|Ec Bk Jasper|F&M Bk-Ia So Cent., 1030 Broad St.|Grinnell|IA|
073917748|Merican Trust|American Trust/savings Bank|Lowden|IA|
073917764|Owa State Bank|Iowa State Bank|Hull|IA|
073917887|Ommunity St Bk|Community State Bank|Albert City|IA|
073918077|Ecurity Sav Bank|Security Savings Bank|Gowrie|IA|
073918378|Ome State Bk|Home State Bank|Royal|IA|
073918459|Armers Savings Bk|Farmers Savings Bank & Trust|Traer|IA|
073918608|Nited B&Tc Shffld|United Bank and Trust Company|Hampton|IA|
073918844|Itonka Savings|Titonka Savings Bank|Titonka|IA|
073919005|Armers Sav Bk|Farmers Savings Bank|Fostoria|IA|
073919212|Eoples Grand Junc|Peoples Trust & Savings Bank|Clive|IA|
073919270|Ri Valley Bank|Tri-Valley Bank|Randolph|IA|
073919283|Ank Iowa|Bank Iowa|West Des Moines|IA|
073919911|Irst Trust & Sav|The First Trust & Savings Bank|Moville|IA|
073920162|Ecurity Savings|Security Savings Bank|Canton|SD|
073920285|Ankiowa|Bankiowa|Independence|IA|
073920405|Empleton Savings|Templeton Savings Bank|Templeton|IA|
073920418|Ank Iowa|Bank Iowa|West Des Moines|IA|
073920447|Reynor State Bank|Treynor State Bank|Treynor|IA|
073920463|Armers State Bk|Iowa Prairie Bank|Merrill|IA|
073920531|Eoples Savings|Peoples Savings Bank|Wellsburg|IA|
073920612|Armers & Merchant|Farmers & Merchants Savings Bank|Waukon|IA|
073920638|Ome Jefferson|Home State Bank|Jefferson|IA|
073920654|Owa State Bank|Iowa State Bank|Sac City|IA|
073920683|Ocahontas State|The Pocahontas State Bank|Pocahontas|IA|
073920706|Itizen Pocahontas|Citizens State Bank|Carroll|IA|
073920735|Ashington St Bk|Washington State Bank|Washington|IA|
073920777|Innacle Bank|Pinnacle Bank|Marshalltown|IA|
073920780|Tate Toledo|The State Bank of Toledo|Toledo|IA|
073920829|Ank Midwest|Bank Midwest|Spirit Lake|IA|
073920845|Reat Western Bk|Great Western Bank|Clive|IA|
073920861|Ank Iowa|Bank Iowa|Humboldt|IA|
073920874|Irst State Britt|First State Bank|Britt|IA|
073920887|Accoon Valley Bk|Raccoon Valley Bank|Perry|IA|
073920890|Orthstar Bank|Northstar Bank|Estherville|IA|
073920926|Eliance State Bk|Reliance State Bank|Story City|IA|
073920939|Owa State Algona|Iowa State Bank|Algona|IA|
073920997|He State Bk|The State Bank|Spirit Lake|IA|
073921006|Armers Marcus|Farmers State Bank|Marcus|IA|
073921048|Itizens Bk|Citizens Bank|Sac City|IA|
073921093|Owa Bk Emmetsburg|Iowa Trust & Savings Bank|Emmetsburg|IA|
073921129|Outh Ottumwa|South Ottumwa Savings Bank|Ottumwa|IA|
073921132|Irst State Bank|First State Bank|Sioux Rapids|IA|
073921145|Leasantville Bk|Pleasantville State Bank|Pleasantville|IA|
073921158|Arlham Savings|Earlham Savings Bank|West Des Moines|IA|
073921187|Urt Savings Bank|Security State Bank|Algona|IA|
073921190|Itizens State Bk|Citizens State Bank|Monticello|IA|
073921213|Irst Trust Bk|First Trust & Savings Bank|Coralville|IA|
073921242|Tory Co Story Cty|F&M Bk-Ia Story County, 522 Broad St|Story City|IA|
073921323|Nited Comm Bk|United Community Bank|Milford|IA|
073921404|Uthrie State Bank|Guthrie County State Bank|Guthrie Center|IA|
073921420|Rontier Bank Sd|Frontier Bank|Sioux Falls|SD|
073921433|Nited Bank of Ia|United Bank of Iowa|Ida Grove|IA|
073921527|Owa Falls State|Iowa Falls State Bank|Iowa Falls|IA|
073921530|Orthwoods Sb|Nsb Bank|Mason City|IA|
073921543|Irst St Belmond|First State Bank|Belmond|IA|
073921556|Anson St Bk|Manson State Bank|Manson|IA|
073921585|Irst St Ida Grove|First State Bank|Ida Grove|IA|
073921611|Olfe State Bank|Rolfe State Bank|Rolfe|IA|
073921624|Idwestone Bank|Midwestone Bk|Iowa City|IA|
073921653|Larke Osceola|Clarke County State Bank|Osceola|IA|
073921666|Aurens State Bank|Laurens State Bank|Laurens|IA|
073921679|Reenbelt Ia Falls|Greenbelt Bank & Trust|Iowa Falls|IA|
073921682|Eystone Savings|Keystone Savings Bank|Keystone|IA|
073921695|Ecorah Bk & Tr|Decorah Bank & Trust Company|Decorah|IA|
073921718|Irst Webster City|First State Bank|Webster City|IA|
073921776|Helsea Savings|Chelsea Savings Bank|Belle Plaine|IA|
073921792|Tate Bk|State Bank|New Hampton|IA|
073921802|Ank Iowa|Bank Iowa|Clarinda|IA|
073921831|Tate Nevada|State Bank & Trust Co|Nevada|IA|
073921873|Ediapolis Sav Bk|Mediapolis Savings Bank|Mediapolis|IA|
073921909|Ecurity State Bk|Security State Bank|Independence|IA|
073921954|Tate Bank Everly|State Bank|Everly|IA|
073921967|Irst St Stuart|First State Bank|Stuart|IA|
073921970|Nb Bank|Gnb Bank|Grundy Center|IA|
073922005|Eo Rock Valley|Peoples Bank|Rock Valley|IA|
073922018|Inn County St|Linn County State Bank|Coggon|IA|
073922092|Xt Bank|Nxt Bank|Central City|IA|
073922115|Wea City State Bk|Bank Plus|Estherville|IA|
073922209|Ecurity Stanton|Great Western Bank|Red Oak|IA|
073922238|Outh Story Slater|South Story Bank & Trust|Slater|IA|
073922241|Ank Iowa|Bank Iowa|West Des Moines|IA|
073922296|Ommunity St Paton|Community State Bank|Paton|IA|
073922322|Itizens Sheldon|Citizens State Bank|Sheldon|IA|
073922364|Anora State Bank|Panora State Bank|Panora|IA|
073922403|Merican State Bk|American State Bank|Osceola|IA|
073922429|Entral Bank|Central Bank|Storm Lake|IA|
073922432|Owa State Bank|Iowa State Bank|Hull|IA|
073922458|Omm Bk Muscatine|Community Bank & Trust|Muscatine|IA|
073922513|Ortress Bk Cresco|Cresco B&T Co, Div of Decorah B&T Co|Cresco|IA|
073922555|Remier Bank|Premier Bank|Rock Valley|IA|
073922597|Edar Rapids B&T|Cedar Rapids Bank & Trust Co.|Cedar Rapids|IA|
073922623|Ofi Federal Bk Ca|Bofi Federal Bank|San Diego|CA|
073922652|Remier Bank|Premier Bank|Dubuque|IA|
073922704|Reedom Financial|Freedom Financial Bank|West Des Moines|IA|
073922720|Isionbank|Visionbank of Iowa|Ogden|IA|
073922733|Armers Mt Pleasnt|Farmers & Merchants Bank & Trust|Mt Pleasant|IA|
073922791|Isionbank|Visionbank of Iowa|Ogden|IA|
073922801|Edar Rapids B&T|Cedar Rapids Bank & Trust Co.|Cedar Rapids|IA|
073922843|Nited Bk & Tr|United Bank & Trust, N.A.|Marshalltown|IA|
073922856|K Co Des Moines|Bankers Trust Company|Des Moines|IA|
073922869|Iberty Natl Bk|Liberty National Bank|Sioux City|IA|
073922937|Isionbank|Visionbank of Iowa|Ames|IA|
073983183|Lcoa Emp Comm Cu|Ascentra Credit Union|Bettendorf|IA|
074000010|Pmchase Indiana|Jpmorgan Chase Bank, Na|Indianapolis|IN|
074000065|Nc Bank, Indiana|Pnc Bank, Indiana|Wilimington|DE|
074000146|Eoples Indpls|Fifth Third Bank|Cincinnati|OH|
074001019|Ed Home Loan Ind|Federal Home Loan Bank|Indianapolis|IN|
074014103|Ib Marine Bk|Cibm Bank|Indianapolis|IN|
074014187|Nternet Bk|First Internet Bank of Indiana|Indianapolis|IN|
074014213|Nion Planters, In|Regions Bank|Indianapolis|IN|
074014420|T Bk Lizton|State Bank of Lizton|Lizton|IN|
074014433|Erchants Bank In|Merchants Bank of Indiana|Indianapolis|IN|
074900356|Irst Financial Bk|First Financial Bank, N.A.|Terre Haute|IN|
074900657|Erchants Muncie|First Merchants Bank|Muncie|IN|
074900783|S Bank Indiana|Us Bank, Na|Richmond|IN|
074901009|Afayette Trust|Lafayette Bank & Trust Company, N.A.|Lafayette|IN|
